,Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
797,869,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
798,870,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
799,871,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
800,872,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
801,873,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
802,874,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
803,875,Honda City VX,Honda,2016,860000,95000,Petrol
804,876,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
805,877,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
806,878,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
807,879,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
808,880,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
809,881,Skoda Fabia,Skoda,2009,110000,45000,Petrol
810,883,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
811,885,Tata Indica V2,Tata,2009,110000,30000,Diesel
812,886,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
813,888,Tata Zest XM,Tata,2018,260000,27000,Diesel
814,889,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
